[4,8] 5820 -147754 -300388
[4,9] 12363 -166016 -313886
[4,10] 56302 -544111 -1058688
[4,11] -2241 -101437 -234205
[4,12] 3524 -21778 -63625
[4,13] 3272 -34811 -60365
[4,14] 1508 -38067 -53103
[4,15] 1758 -30057 -44587
[4,16] 1757 -25047 -31061
[4,17] 753 -19537 -21041
[4,18] 1255 -7263 -14528
[4,19] 754 -1750 -6262
[4,20] 252 -749 -5761
[4,21] 4774 3271 -24048
[4,22] 0 0 0
[5,0] 0 0 0
[5,1] 0 0 0
[5,2] -6455 -6950 -535342
[5,3] 1089 2870 -558110
[5,4] 12974 20690 -611196
[5,5] 37517 19443 -629055
[5,6] 36249 -785 -634328
[5,7] 18411 -236244 -670883
[5,8] 20913 -259147 -632805
[5,9] 23682 -351361 -679325
[5,10] 129796 -1217626 -2258924
[5,11] -12756 -239704 -465751
[5,12] 15566 -58360 -120259
[5,13] 6287 -57589 -122989
[5,14] 5031 -65611 -108985
[5,15] 1006 -60862 -93456
[5,16] 2033 -58108 -69887
[5,17] 2762 -38319 -51852
[5,18] 502 -10764 -24797
[5,19] 756 -1499 -17284
[5,20] 1507 -1997 -12024
[5,21] 8292 1300 -48620
[5,22] 0 0 0
[6,0] 0 0 0
[6,1] 0 0 0
[6,2] -16224 -14456 -848958
[6,3] 17176 -625 -870251
[6,4] 8907 13722 -863250
[6,5] 28826 44603 -904110
[6,6] 60200 -9690 -933849
[6,7] 27496 -349800 -994445
[6,8] 6869 -456260 -1022045
[6,9] 41087 -518822 -981719
[6,10] 189158 -1845571 -3380805
[6,11] -18527 -340669 -718408
[6,12] 14335 -69834 -211432
[6,13] 11833 -93647 -187364
[6,14] 8301 -96481 -160362
[6,15] 2266 -107994 -131827
[6,16] 3769 -82904 -99445
[6,17] 2261 -57130 -52352
[6,18] 2260 -30055 -39326
[6,19] 3264 -6756 -29582
[6,20] 3264 -2247 -24298
[6,21] 6016 4293 -70660
[6,22] 0 0 0
[7,0] 0 0 0
[7,1] 0 0 0
[7,2] -18156 -20647 -1153573
[7,3] 7453 4174 -1204463
[7,4] 28311 45110 -1191479
[7,5] 44717 54987 -1248012
[7,6] 97418 -17096 -1295665
[7,7] 38596 -498017 -1340532
[7,8] 25541 -620229 -1342912
[7,9] 34325 -730751 -1365224
[7,10] 293924 -2499934 -4557656
[7,11] -19737 -466107 -1010123
[7,12] 20358 -120146 -258004
[7,13] 15089 -127156 -257276
[7,14] 8807 -149257 -232453
[7,15] 5278 -142509 -194149
[7,16] 3768 -109730 -151295
[7,17] 3265 -93201 -109236
[7,18] 1513 -41822 -64625
[7,19] 4521 -9759 -29080
[7,20] 4772 -3501 -35819
[7,21] 15579 4535 -97441
[7,22] 0 0 0
[8,0] 0 0 0
[8,1] 0 0 0
[8,2] -25894 -28448 -1409410
[8,3] -3780 -3750 -1433167
[8,4] 37990 17136 -1478073
[8,5] 73112 65276 -1575273
[8,6] 116575 -8742 -1580431
[8,7] 51673 -612668 -1621312
[8,8] 49994 -745171 -1660334
[8,9] 31600 -848132 -1666847
[8,10] 311646 -3063049 -5795601
[8,11] -38547 -592373 -1186891
[8,12] 27149 -149944 -349184
[8,13] 25378 -202578 -352550
[8,14] 13325 -191850 -296351
[8,15] 7542 -221205 -246504
[8,16] 8538 -143540 -177097
[8,17] 5022 -115965 -136265
[8,18] 4270 -59609 -91955
[8,19] 5528 -9001 -41579
[8,20] 6029 -3489 -33064
[8,21] 16589 10847 -130281
[8,22] 0 0 0
[9,0] 0 0 0
[9,1] 0 0 0
[9,2] -32143 -25364 -1726987
[9,3] 5010 11282 -1775317
[9,4] 48516 31952 -1766137
[9,5] 80690 95738 -1810933
[9,6] 117676 -26668 -1894547
[9,7] 57500 -753296 -1946020
[9,8] 34948 -954253 -2096502
[9,9] 72849 -1069062 -2128818
[9,10] 433143 -3876149 -6989284
[9,11] -26734 -759933 -1524566
[9,12] 32693 -208029 -450377
[9,13] 33208 -220111 -447371
[9,14] 19103 -251427 -397576
[9,15] 7040 -244471 -301358
[9,16] 7036 -198368 -240496
[9,17] 2768 -142794 -180628
[9,18] 2266 -74881 -104504
[9,19] 2773 -9756 -57113
[9,20] 10296 -1711 -42354
[9,21] 27633 3077 -168079
[9,22] 0 0 0
[10,0] 0 0 0
[10,1] 0 0 0
[10,2] 29957 -35141 -1982580
[10,3] 58594 -12452 -1960194
[10,4] 109316 50761 -2076213
[10,5] 156075 77192 -2190693
[10,6] 247264 -39832 -2224253
[10,7] 131849 -869712 -2291475
[10,8] 137152 -1102001 -2397655
[10,9] 160231 -1280134 -2496357
[10,10] 726714 -4466780 -8161915
[10,11] 36297 -869640 -1734211
[10,12] 67380 -239859 -551628
[10,13] 43725 -275976 -552122
[10,14] 35685 -320799 -468686
[10,15] 20347 -322659 -411828
[10,16] 20840 -240973 -300341
[10,17] 11307 -194364 -220202
[10,18] 9815 -91164 -123015
[10,19] 10798 -15511 -65151
[10,20] 14062 -7494 -65903
[10,21] 36182 92 -210183
[10,22] 0 0 0
[11,0] 0 0 0
[11,1] 0 0 0
[11,2] 281973 -32347 -2340718
[11,3] 322379 8902 -2304938
[11,4] 368947 41828 -2415211
[11,5] 405900 91609 -2470551
[11,6] 493170 -23409 -2591210
[11,7] 423648 -1054131 -2729599
[11,8] 411157 -1256490 -2789159
[11,9] 469004 -1436310 -2833130
[11,10] 1781562 -5118240 -9594145
[11,11] 247480 -1026251 -2081205
[11,12] 120548 -267891 -645529
[11,13] 124826 -325839 -646563
[11,14] 93691 -350624 -548607
[11,15] 90204 -398021 -491728
[11,16] 49460 -284801 -345170
[11,17] 36934 -198120 -251491
[11,18] 22352 -116958 -149794
[11,19] 14061 -14503 -72892
[11,20] 11108 -7490 -67132
[11,21] 55770 5380 -228197
[11,22] 0 0 0
[12,0] 0 0 0
[12,1] 0 0 0
[12,2] -1256627 -85915 -4593066
[12,3] -1196679 -13264 -4664530
[12,4] -1211497 119186 -4710366
[12,5] -1193101 234958 -5016799
[12,6] -1095105 -72716 -5219190
[12,7] -1437290 -2221850 -5489140
[12,8] -1497336 -2652441 -5741072
[12,9] -1570568 -3055384 -5710420
[12,10] -4466560 -10587688 -19270230
[12,11] -1248054 -2005727 -4256650
[12,12] -333830 -587336 -1391661
[12,13] -372719 -741775 -1395858
[12,14] -301833 -806884 -1213163
[12,15] -277907 -811791 -1022817
[12,16] -222351 -605135 -760784
[12,17] -160736 -474666 -568903
[12,18] -83887 -233706 -305095
[12,19] -32470 -48321 -174869
[12,20] -41031 -11188 -157809
[12,21] -97474 -2959 -488980
[12,22] 0 0 0
[13,0] 0 0 0
[13,1] 0 0 0
[13,2] -1532451 -85879 -4811663
[13,3] -1346176 9275 -4650160
[13,4] -1401982 88145 -4822187
[13,5] -1410500 221669 -5042678
[13,6] -1386458 -124644 -5253384
[13,7] -1798785 -2171200 -5671918
[13,8] -1873190 -2769410 -5903554
[13,9] -1820456 -3171346 -6078396
[13,10] -5684127 -11014694 -19655614
[13,11] -1503710 -2113612 -4335678
[13,12] -495882 -686975 -1482671
[13,13] -505468 -821599 -1532347
[13,14] -454461 -878609 -1308607
[13,15] -346797 -897755 -1150576
[13,16] -300728 -720372 -849458
[13,17] -216557 -536785 -627723
[13,18] -111662 -250193 -381997
[13,19] -41758 -60069 -171085
[13,20] -47538 -18477 -186387
[13,21] -131853 -4293 -573646
[13,22] 0 0 0
[14,0] 0 0 0
[14,1] 0 0 0
[14,2] -1658269 -64137 -4398625
[14,3] -1661743 -6077 -4382382
[14,4] -1628117 49122 -4631156
[14,5] -1591203 235939 -4712096
[14,6] -1670122 -115161 -4991552
[14,7] -2133193 -2198868 -5460854
[14,8] -2184343 -2683062 -5651114
[14,9] -2244582 -3175420 -5866487
[14,10] -6934059 -10686001 -18892244
[14,11] -1740276 -2043846 -4207646
[14,12] -653936 -710632 -1614952
[14,13] -622144 -831578 -1579277
[14,14] -557443 -866565 -1401382
[14,15] -502922 -997865 -1135543
[14,16] -370614 -728900 -869096
[14,17] -276940 -541789 -636011
[14,18] -162293 -273492 -385022
[14,19] -67587 -63073 -170611
[14,20] -51552 -19239 -187664
[14,21] -192236 2032 -546112
[14,22] 0 0 0
[15,0] 0 0 0
[15,1] 0 0 0
[15,2] -1834035 -76429 -4146563
[15,3] -1793707 17232 -4192244
[15,4] -1803685 66610 -4322206
[15,5] -1836358 191344 -4344878
[15,6] -1913880 -114266 -4693329
[15,7] -2262552 -2262229 -5261363
[15,8] -2550776 -2712510 -5482811
[15,9] -2585040 -2992446 -5711771
[15,10] -7945461 -10467635 -18130948
[15,11] -2010035 -2058059 -4134167
[15,12] -746633 -746739 -1711691
[15,13] -729636 -886590 -1628519
[15,14] -694353 -881795 -1493592
[15,15] -587506 -989681 -1250132
[15,16] -425745 -759723 -904954
[15,17] -365373 -587941 -676675
[15,18] -185305 -286378 -396825
[15,19] -92384 -44317 -203147
[15,20] -77101 -21967 -172385
[15,21] -238310 2265 -566454
[15,22] 0 0 0
[16,0] 0 0 0
[16,1] 0 0 0
[16,2] -1898932 -63710 -3760221
[16,3] -1836027 3072 -3819742
[16,4] -1869894 60990 -4013104
[16,5] -1985447 178842 -4167324
[16,6] -1906666 -79938 -4343832
[16,7] -2409507 -2256568 -4902253
[16,8] -2656582 -2656762 -5181928
[16,9] -2838288 -2948499 -5419059
[16,10] -8768387 -10079275 -17410917
[16,11] -2075608 -2075970 -3928547
[16,12] -844663 -844433 -1722831
[16,13] -935354 -935475 -1671704
[16,14] -869537 -1024598 -1468262
[16,15] -746431 -1031035 -1257102
[16,16] -553723 -831648 -923705
[16,17] -431268 -614419 -714245
[16,18] -248925 -294066 -447934
[16,19] -74606 -58804 -218700
[16,20] -90638 -24214 -172633
[16,21] -280442 806 -567377
[16,22] 0 0 0
[17,0] 0 0 0
[17,1] 0 0 0
[17,2] -1936871 -57565 -3553873
[17,3] -2012098 4134 -3519538
[17,4] -1979195 62467 -3703115
[17,5] -2046733 137542 -3842717
[17,6] -2212805 287830 -4146471
[17,7] -2472894 -401891 -4645652
[17,8] -2762795 -2259162 -5049911
[17,9] -2883147 -2883573 -5274591
[17,10] -8986949 -8986539 -16529744
[17,11] -2203855 -1629943 -3771411
[17,12] -931799 -536848 -1683455
[17,13] -983022 -760852 -1725190
[17,14] -876882 -854094 -1513619
[17,15] -839093 -838873 -1301929
[17,16] -654456 -800338 -990324
[17,17] -509933 -560315 -764036
[17,18] -295520 -295554 -453185
[17,19] -116701 -57788 -212416
[17,20] -96143 3593 -194880
[17,21] -325775 74205 -611219
[17,22] 0 0 0
[18,0] 0 0 0
[18,1] 0 0 0
[18,2] -1949453 -59791 -3232505
[18,3] -1991443 -5269 -3270705
[18,4] -2023576 61918 -3348076
[18,5] -2128567 159043 -3606832
[18,6] -2184942 465746 -3854236
[18,7] -2684431 906238 -4459174
[18,8] -2723310 -126015 -4634568
[18,9] -3038600 -1998778 -5009386
[18,10] -9341332 -6318653 -15767420
[18,11] -2322929 -744543 -3607215
[18,12] -1093227 -166194 -1735851
[18,13] -1091757 -292949 -1757582
[18,14] -1006305 -411729 -1574814
[18,15] -835820 -438074 -1335497
[18,16] -628714 -602382 -1027051
[18,17] -539049 -538701 -783081
[18,18] -310574 -311026 -444413
[18,19] -125217 -21966 -209958
[18,20] -112194 19652 -183904
[18,21] -328000 125436 -588264
[18,22] 0 0 0
[19,0] 0 0 0
[19,1] 0 0 0
[19,2] -1906881 -44015 -3033229
[19,3] -1934156 5812 -2942867
[19,4] -1991402 45064 -3165688
[19,5] -2129208 138537 -3247241
[19,6] -2230576 425085 -3542202
[19,7] -2771843 1092768 -4299280
[19,8] -2893602 1088832 -4522100
[19,9] -3069679 96731 -4728961
[19,10] -9678630 -3892348 -14755686
[19,11] -2281768 314 -3456431
[19,12] -1188631 227185 -1804482
[19,13] -1162610 225659 -1734459
[19,14] -1112950 88332 -1595003
[19,15] -929999 27007 -1300386
[19,16] -722927 -102100 -1007607
[19,17] -550810 -254602 -757816
[19,18] -300577 -256642 -469937
[19,19] -155855 -23178 -203170
[19,20] -151018 13411 -185138
[19,21] -401246 123619 -604727
[19,22] 0 0 0
[20,0] 0 0 0
[20,1] 0 0 0
[20,2] -4158192 -102959 -5316296
[20,3] -4236269 -42776 -5254856
[20,4] -4314855 59789 -5507815
[20,5] -4409701 233564 -5630491
[20,6] -4735918 758717 -6062603
[20,7] -5350135 1599768 -6845955
[20,8] -5754455 2045343 -7241000
[20,9] -5959027 2103912 -7488935
[20,10] -18330879 4316849 -23455139
[20,11] -4367724 983655 -5420176
[20,12] -1786378 722188 -2335180
[20,13] -1822303 765478 -2381042
[20,14] -1667944 704226 -2105206
[20,15] -1333781 646112 -1782023
[20,16] -1018642 461308 -1377832
[20,17] -782698 294612 -1021505
[20,18] -447060 60620 -573212
[20,19] -223400 56523 -300886
[20,20] -187107 52545 -277588
[20,21] -600865 141532 -810727
[20,22] 0 0 0
[21,0] 0 0 0
[21,1] 0 0 0
[21,2] 0 0 0
[21,3] 0 0 0
[21,4] 0 0 0
[21,5] 0 0 0
[21,6] 0 0 0
[21,7] 0 0 0
[21,8] 0 0 0
[21,9] 0 0 0
[21,10] 0 0 0
[21,11] 0 0 0
[21,12] 0 0 0
[21,13] 0 0 0
[21,14] 0 0 0
[21,15] 0 0 0
[21,16] 0 0 0
[21,17] 0 0 0
[21,18] 0 0 0
[21,19] 0 0 0
[21,20] 0 0 0
[21,21] 0 0 0
[21,22] 0 0 0
[22,0] 0 0 0
[22,1] 0 0 0
[22,2] 0 0 0
[22,3] 0 0 0
[22,4] 0 0 0
[22,5] 0 0 0
[22,6] 0 0 0
[22,7] 0 0 0
[22,8] 0 0 0
[22,9] 0 0 0
[22,10] 0 0 0
[22,11] 0 0 0
[22,12] 0 0 0
[22,13] 0 0 0
[22,14] 0 0 0
[22,15] 0 0 0
[22,16] 0 0 0
[22,17] 0 0 0
[22,18] 0 0 0
[22,19] 0 0 0
[22,20] 0 0 0
[22,21] 0 0 0
[22,22] 0 0 0
